Reference Number,Number of Vehicles,Time (24hr),1st Road Class,Road Surface,Lighting Conditions,Weather Conditions,Casualty Class,Casualty Severity,Sex of Casualty,Age of Casualty,Type of Vehicle
210,3210161,2,500,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine with high winds,Driver or rider,Slight,Male,34,Car
211,3210421,2,1800,A,Dry,Darkness: street lights present and lit,Unknown,Driver or rider,Slight,Female,23,Car
212,3210475,1,1039,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,28,Car
213,3210607,3,1205,Unclassified,Dry,Daylight: street lights present,Fine with high winds,Driver or rider,Slight,Female,52,Car
214,3210607,3,1205,Unclassified,Dry,Daylight: street lights present,Fine with high winds,Driver or rider,Slight,Female,66,Car
215,3210942,1,1530,Unclassified,Dry,Daylight: street lights present,Fine with high winds,Pedestrian,Slight,Female,85,Car
216,3210980,2,1545,Unclassified,Dry,Daylight: street lights present,Unknown,Vehicle or pillion passenger,Slight,Male,6,Car
217,3210980,2,1545,Unclassified,Dry,Daylight: street lights present,Unknown,Vehicle or pillion passenger,Slight,Female,9,Car
218,3210980,2,1545,Unclassified,Dry,Daylight: street lights present,Unknown,Vehicle or pillion passenger,Slight,Female,10,Car
219,3211478,1,1510,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,26,Goods vehicle 3.5 tonnes mgw and under
220,3220231,2,810,Motorway,Dry,Daylight: street lights present,Fine with high winds,Driver or rider,Slight,Male,31,Car
221,3220493,2,1126,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,73,Car
222,3221429,2,1800,A,Wet / Damp,Darkness: street lights present and lit,Unknown,Driver or rider,Slight,Male,41,Pedal cycle
223,3221533,2,2205,Unclassified,Wet / Damp,Darkness: street lights present and lit,Other,Driver or rider,Slight,Male,24,Motorcycle over 125cc and up to 500cc
224,3230659,2,1306,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,28,Car
225,3230659,2,1306,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,48,Car
226,3230661,3,1319,A,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,47,Car
227,3230666,1,1321,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,24,Car
228,3230777,1,1215,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Female,86,Car
229,3230848,3,1507,A,Dry,Daylight: street lights present,Unknown,Driver or rider,Slight,Female,80,Car
230,3230848,3,1507,A,Dry,Daylight: street lights present,Unknown,Vehicle or pillion passenger,Serious,Female,83,Car
231,3230848,3,1507,A,Dry,Daylight: street lights present,Unknown,Driver or rider,Slight,Male,42,Car
232,3230884,2,920,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Serious,Male,24,Pedal cycle
233,3230901,1,1145,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,86,Car
234,3231158,3,1747,Motorway,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Female,41,Car
235,3231217,2,1513,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Male,77,Bus or coach (17 or more passenger seats)
236,3231235,2,1620,A,Dry,Daylight: street lights present,Unknown,Driver or rider,Slight,Female,32,Car
237,3231343,3,645,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,36,Taxi/Private hire car
238,3240129,1,400,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Pedestrian,Serious,Male,20,Taxi/Private hire car
239,3240129,1,400,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Vehicle or pillion passenger,Slight,Female,19,Taxi/Private hire car
240,3240312,2,845,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,30,Car
241,3241275,2,1804,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Male,8,Car
242,3241773,3,2305,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Slight,Female,31,Car
243,3241773,3,2305,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Slight,Female,23,Car
244,3250020,1,5,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Serious,Male,22,Car
245,3250482,2,1855,B,Wet / Damp,Darkness: no street lighting,Fine with high winds,Driver or rider,Slight,Male,29,Car
246,3250482,2,1855,B,Wet / Damp,Darkness: no street lighting,Fine with high winds,Vehicle or pillion passenger,Slight,Female,29,Car
247,3250763,1,1337,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Serious,Male,22,Motorcycle over 50cc and up to 125cc
248,3250763,1,1337,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,52,Motorcycle over 50cc and up to 125cc
249,3250763,1,1337,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,38,Motorcycle over 50cc and up to 125cc
250,3250808,2,1359,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,50,Car
251,3250909,2,1445,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,29,Car
252,3250909,2,1445,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,52,Car
253,3251140,2,1639,Unclassified,Dry,Darkness: street lights present and lit,Unknown,Driver or rider,Slight,Male,24,Pedal cycle
254,3260392,1,840,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Vehicle or pillion passenger,Slight,Female,22,Car
255,3260640,2,1214,Motorway,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver or rider,Slight,Male,70,Car
256,3260782,2,1344,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver or rider,Slight,Female,43,Car
257,3261079,2,1645,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Serious,Male,18,Motorcycle over 125cc and up to 500cc
258,3261181,2,1734,A,Dry,Daylight: street lights present,Unknown,Vehicle or pillion passenger,Slight,Female,37,Car
259,3261396,2,1925,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver or rider,Serious,Male,25,Pedal cycle
260,3261553,2,1130,A,Dry,Daylight: street lights present,Unknown,Driver or rider,Slight,Male,40,Pedal cycle
261,3271019,1,1512,A,Dry,Daylight: street lights present,Unknown,Vehicle or pillion passenger,Slight,Female,4,Bus or coach (17 or more passenger seats)
262,3271173,2,1800,B,Wet / Damp,Darkness: street lights present and lit,Raining with high winds,Driver or rider,Slight,Female,69,Car
263,3271173,2,1800,B,Wet / Damp,Darkness: street lights present and lit,Raining with high winds,Driver or rider,Slight,Male,38,Car
264,3271173,2,1800,B,Wet / Damp,Darkness: street lights present and lit,Raining with high winds,Vehicle or pillion passenger,Slight,Male,18,Car
265,3271173,2,1800,B,Wet / Damp,Darkness: street lights present and lit,Raining with high winds,Vehicle or pillion passenger,Slight,Female,2,Car
266,3271224,2,1830,Unclassified,Dry,Darkness: street lighting unknown,Unknown,Driver or rider,Slight,Female,72,Car
267,3271224,2,1830,Unclassified,Dry,Darkness: street lighting unknown,Unknown,Vehicle or pillion passenger,Slight,Male,80,Car
268,3271461,4,2105,Motorway,Wet / Damp,Darkness: no street lighting,Raining with high winds,Driver or rider,Slight,Female,35,Car
269,3271461,4,2105,Motorway,Wet / Damp,Darkness: no street lighting,Raining with high winds,Vehicle or pillion passenger,Slight,Female,3,Car
270,3271461,4,2105,Motorway,Wet / Damp,Darkness: no street lighting,Raining with high winds,Vehicle or pillion passenger,Slight,Female,5,Car
271,3271538,2,2205,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver or rider,Slight,Male,48,Taxi/Private hire car
272,3280172,2,725,Unclassified,Wet / Damp,Daylight: street lights present,Raining with high winds,Driver or rider,Slight,Male,25,Motorcycle over 50cc and up to 125cc
273,3280245,2,847,A,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver or rider,Slight,Male,24,Car
274,3280323,1,2220,Unclassified,Dry,Darkness: street lights present and lit,Unknown,Pedestrian,Slight,Female,46,Taxi/Private hire car
275,3280497,2,1135,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver or rider,Slight,Male,29,Pedal cycle
276,3280742,2,1407,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Male,46,Car
277,3281144,3,1725,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Serious,Male,36,Taxi/Private hire car
278,3281144,3,1725,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Female,22,Car
279,3281345,2,1920,A,Wet / Damp,Darkness: street lights present and lit,Raining with high winds,Driver or rider,Slight,Female,23,Pedal cycle
280,3290175,2,719,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver or rider,Slight,Male,20,Motorcycle over 50cc and up to 125cc
281,3290295,5,915,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,40,Car
282,3290404,2,1030,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Serious,Female,20,Car
283,3290649,1,1255,Unclassified,Dry,Daylight: street lights present,Unknown,Pedestrian,Slight,Female,70,Car
284,3290799,2,245,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,20,Motorcycle over 50cc and up to 125cc
285,3290991,2,1624,A,Dry,Darkness: street lights present and lit,Unknown,Driver or rider,Slight,Female,71,Car
286,3291007,2,1620,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,44,Car
287,3291018,2,1635,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,14,Pedal cycle
288,3291048,2,1648,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,32,Car
289,3291328,2,1911,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,42,Car
290,32A0255,1,838,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,41,Car
291,32A0287,2,835,A,Dry,Daylight: street lights present,Unknown,Driver or rider,Slight,Male,25,Pedal cycle
292,32A0786,2,1405,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Serious,Male,40,Motorcycle over 50cc and up to 125cc
293,32A1014,1,1600,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,77,Bus or coach (17 or more passenger seats)
294,32A1044,2,1600,A,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,73,Car
295,32A1238,3,1800,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Female,65,Car
296,32A1238,3,1800,A,Dry,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Slight,Female,7,Car
297,32A1238,3,1800,A,Dry,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Slight,Female,16,Car
298,32A1238,3,1800,A,Dry,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Slight,Female,15,Car
299,32A1238,3,1800,A,Dry,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Slight,Female,15,Car
300,32A1438,2,1930,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Female,30,Car
301,32A1442,2,1929,A,Dry,Darkness: street lights present and lit,Unknown,Driver or rider,Slight,Male,30,Car
302,32A1660,2,2130,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,31,Car
303,32B0228,2,805,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,43,Car
304,32B0285,2,846,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,39,Car
305,32B0328,3,835,Motorway,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,20,Car
306,32B0846,2,1450,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,22,Car
307,32B1038,2,1530,A,Dry,Daylight: street lights present,Unknown,Driver or rider,Slight,Male,30,Pedal cycle
308,32B1286,2,1835,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,19,Car
309,32C0191,2,714,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,28,Car
310,32C0225,2,800,Motorway,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,16,Car
311,32C0905,1,1535,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,10,Car
312,32C1498,1,2026,Motorway,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Slight,Female,23,Car
313,32C1685,2,2206,Motorway,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Vehicle or pillion passenger,Slight,Female,48,Car
314,32C1731,2,2231,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Slight,Male,51,Pedal cycle
315,32D0064,1,35,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Female,30,Car
316,32D0451,3,900,A,Dry,Daylight: street lights present,Unknown,Driver or rider,Slight,Female,64,Car
317,32D0451,3,900,A,Dry,Daylight: street lights present,Unknown,Driver or rider,Slight,Female,51,Car
318,32D0451,3,900,A,Dry,Daylight: street lights present,Unknown,Driver or rider,Slight,Female,38,Car
319,32D0451,3,900,A,Dry,Daylight: street lights present,Unknown,Vehicle or pillion passenger,Slight,Female,53,Car
320,32D0623,2,900,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Female,26,Pedal cycle
321,32D0826,1,1330,Motorway,Wet / Damp,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,44,Car
322,32D1006,2,1911,B,Dry,Darkness: street lights present and lit,Unknown,Driver or rider,Slight,Female,22,Car
323,32D1006,2,1911,B,Dry,Darkness: street lights present and lit,Unknown,Vehicle or pillion passenger,Slight,Male,20,Car
324,32E0496,2,1025,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Serious,Male,62,Pedal cycle
325,32E0497,2,1028,B,Dry,Daylight: street lights present,Fine without high winds,Vehicle or pillion passenger,Slight,Female,32,Car
326,32E0890,2,1455,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,29,Pedal cycle
327,32F0462,3,1045,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,28,Car
328,32F0462,3,1045,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,51,Car
329,32F0709,1,1256,Unclassified,Frost / Ice,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Male,9,Car
330,32F1106,2,830,A,Dry,Daylight: street lights present,Fine without high winds,Driver or rider,Slight,Male,59,Pedal cycle
331,32F1408,1,1847,Unclassified,Frost / Ice,Darkness: no street lighting,Raining without high winds,Driver or rider,Slight,Female,22,Car
332,32F1793,3,2244,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver or rider,Serious,Male,67,Taxi/Private hire car
